"Name","Dates associated with name","Type of name","Role","Other names","BL record ID","Type of resource","Content type","Material type","BNB number","ISBN","Title","Variant titles","Series title","Number within series","Country of publication","Place of publication","Publisher","Date of publication","Edition","Physical description","Dewey classification","BL shelfmark","Topics","Genre","Languages","Notes"
"Alburquerque, Alberto Jiménez","","person","artist","Rucka, Greg, author [person] ; Cannon, Zander, artist ; author [person] ; Jones, Joëlle, artist [person] ; Hill, Ryan, colorist [person] ; Infurnari, Joe, artist [person] ; Bunn, Cullen, author [person] ; Greenwood, Justin, artist [person] ; Major, Guy [person] ; Alburquerque, Alberto Jiménez, artist [person] ; Fialkov, Joshua Hale, 1979-, author [person] ; Filardi, Nick [person] ; Yarwood, Ari, editor [person] ; Bautista, Gabriel, artist [person] ; Soule, Charles, author [person] ; Hurtt, Brian, artist [person]","017849007","Monograph","Language material ; Still image ; Text","Volume","GBB7D4855","9781620102954","Oni Press starter pack 2016","Bunker (Comic strip) ; Helheim (Comic strip) ; Kaijumax (Comic strip) ; Letter 44 (Comic strip) ; Life after (Comic strip) ; Sixth gun (Comic strip) ; Starter pack 2016 ; Stumptown (Comic strip)","","","United States of America","Portland, Oregon","Oni Press","2016","First edition","198 pages, chiefly colour illustrations, 1 map (colour), 26 cm","741.5973","YKL.2017.b.4048","","Comic or graphic novel","English","'Collectes seven complete first issues from Oni Press's acclaimed creator-owned series'--Back cover ; 'Featuring: Cullen Bunn, Brian Hurtt, Joëlle Jones, Nick Filardi, Charles Soule, Alberto Jiménez Alburquerque, Guy Major, Joshua Hale Fialkov, Joe Infurnari, Gabo, Zander Cannon, Greg Rucka, Justin Greenwood, Ryan Hill'--Cover"
"Alburquerque, Alberto Jiménez","","person","artist","Williams, Leah, author [person] ; Alburquerque, Alberto Jiménez, artist [person] ; Tieri, Frank, author [person]","019568543","Monograph","Language material ; Still image ; Text","Volume","GBB9G7042","9781302920135","Lethal protectors","","Absolute carnage","","United States of America","New York","Marvel Worldwide","2019","","1 volume, chiefly illustrations, 26 cm","741.5973","","Carnage, (Fictitious character)--Comic books, strips, etc--Fiction ; Science fiction comic books, strips, etc","Comic or graphic novel ; Fiction","English",""
"Alburquerque, Alberto Jiménez","","person","illustrator","Okorafor, Nnedi, author [person] ; Alburquerque, Alberto Jiménez, illustrator [person]","019039810","Monograph","Language material ; Still image ; Text","Volume","GBB8G2929","9781302913588","Wakanda forever","","","","United States of America","New York","Marvel Worldwide","2018","","1 volume, chiefly colour illustrations, 26 cm","741.5","","Avengers (Fictitious characters)--Comic books, strips, etc--Fiction ; X-Men (Fictitious characters)--Comic books, strips, etc--Fiction ; Spider-Man, (Fictitious character)--Comic books, strips, etc--Fiction","Comic or graphic novel ; Fiction ; Science fiction","English",""
"Alburquerque, Rafael","","person","artist","Alburquerque, Rafael, artist [person] ; Plascencia, Fco [person] ; McFarlane, Todd, artist ; author ; editor [person] ; Larsen, Erik, artist ; author [person] ; Leveen, Tom, author [person] ; Kudranski, Szymon, artist [person] ; Orzechowski, Tom [person]","018460694","Monograph","Language material ; Still image ; Text","Volume","GBB7D7715","9781534304468","Spawn : Hell on Earth","","","","United States of America","Portland, Oregon","Image Comics","2017","","1 volume (unpaged), chiefly colour illustrations, 26 cm","741.5973","YKL.2018.b.5338","Good vs evil ; Superheroes ; Hell ; Spawn, (Fictitious character)--Comic books, strips, etc--Fiction ; Spawn (Fictitious character) ; Demonology ; COMICS & GRAPHIC NOVELS / Fantasy ; COMICS & GRAPHIC NOVELS / Horror","Comic or graphic novel ; Fiction ; Novel","English","'Originally published in single issue format as Spawn issues #263-275.'--Title page verso"
"Alcala, Alfredo P.","","person","","Delano, Jamie [person] ; Alcala, Alfredo P. [person] ; Ridgway, John, 1940- [person]","009249043","Monograph","Language material ; Text","Volume","","9781563890529","John Constantine : hellblazer : original sins","Hellblazer","Hellblazer","","United States of America","New York","DC Comics","1992","","1 volume, chiefly colour illustrations, 26 cm","741.5941","YK.1999.b.9080","Constantine, John, (Fictitious character)--Comic books, strips, etc--Fiction","Comic or graphic novel ; Fiction ; Horror","English","Originally published in single magazine form as Hellblazer nos. 1-9"
"Alcala, Alfredo P.","","person","","Delano, Jamie [person] ; Alcala, Alfredo P. [person] ; Ridgway, John, 1940- [person]","013596507","Monograph","Language material ; Text","Volume","GBA694782","9781845764654","Original sins","","Hellblazer","","England","London","Titan","2007","","1 volume, chiefly colour illustrations, 26 cm","741.5941","","Occult fiction ; Graphic novels","","English","Originally published: New York: DC Comics, 1998"
"Alcala, Alfredo P.","","person","","Delano, Jamie [person] ; Alcala, Alfredo P. [person] ; Ridgway, John, 1940- [person]","015715968","Monograph","Language material ; Text","Volume","GBB0E8356","9780857682321","Original sins","","John Constantine, Hellblazer","","England","London","Titan","2011","New edition","287 pages, chiefly colour illustrations, 26 cm","741.5941","","Occult fiction ; Constantine, John, (Fictitious character)--Comic books, strips, etc--Fiction ; Graphic novels","Comic or graphic novel ; Fiction","English",""
"Alcala, Alfredo P.","","person","","MacDonald, Heidi, author [person] ; Alcala, Alfredo P. [person] ; Yeh, Phil, 1954-, author [person]","017543826","Monograph","Language material ; Still image ; Text","Volume","GBB5C3925","9780486800417","Secret teachings of a comic book master : the art of Alfredo Alcala","Works","","","United States of America","Mineola, New York","Dover","2015","","1 volume, illustrations, 28 cm","741.59599","","Alcala, Alfredo P.--Criticism and interpretation ; Comic books, strips, etc--History and criticism","","English",""
"Alcala, Alfredo P.","","person","","Totleben, John [person] ; Moore, Alan, 1953- [person] ; Alcala, Alfredo P. [person]","014894897","Monograph","Language material ; Text","Volume","GBA910622","9781848561854","Saga of the swamp thing. Book 1","","","","England","London","Titan","2009","New edition, foreword by Ramsey Campbell","1 volume, chiefly colour illustrations, 26 cm","741.5942","","Horror comic books, strips, etc ; Monsters--Comic books, strips, etc--Fiction","Comic or graphic novel ; Fiction","English",""
"Alcala, Alfredo P.","","person","","Veitch, Rick [person] ; Ewins, Brett [person] ; Alcala, Alfredo P. [person]","013039857","Monograph","Language material ; Text","Volume","GBA482455","9781840239942","Regenesis","","Swamp Thing","","England","London","Titan","2005","","147 pages, 26 cm","741.5942","YK.2005.b.541","","Horror","English",""
"Alcala, Alfredo P.","","person","","Veitch, Rick [person] ; Totleben, John [person] ; Alcala, Alfredo P. [person]","013366272","Monograph","Language material ; Text","Volume","GBA608835","9781401207939 ; 9781845762605","Spontaneous generation","","Swamp Thing","","England","London","Titan","2006","","160 pages, chiefly colour illustrations, 26 cm","741.5","","","Horror","English",""
"Alcala, Alfredo P.","","person","artist","Alcala, Alfredo P., artist [person] ; Goodwin, Archie, author [person] ; Williamson, Al, 1931-2010, artist [person]","018646243","Monograph","Language material ; Still image ; Text","Volume","GBB7O2045","9781684050536","Star Wars : the complete classic newspaper comics. Vol. 2","","","","United States of America","San Diego","","2017","","295 pages, illustrations (black and white and colour), 23 x 29 cm","741.56973","LC.31.a.24116","","Comic or graphic novel","English",""
"Alcala, Alfredo P.","","person","artist","Alcala, Alfredo P., artist [person] ; Manning, Russ, 1929-1981, artist ; author [person]","018344346","Monograph","Language material ; Still image ; Text","Volume","GBB783290","9781631408724","Star Wars : the complete classic newspaper comics. Vol. 1","Star Wars (Comic strip)","The library of American comics","","United States of America","San Diego","","2017","","268 pages, chiefly illustrations (black and white and colour), 23 x 29 cm","741.56973","LC.31.a.21446","Star wars (Motion picture)--Comic books, strips, etc","Comic or graphic novel","English","'Contains nearly 600 sequential comic strips from the strip's premiere on March 11, 1979 to October 5, 1980'--Jacket"
"Alcala, Alfredo P.","","person","artist","Alcala, Alfredo P., artist [person] ; Villagran, Ricardo, 1938-, artist [person] ; Docherty, Mike, 1955-, artist [person] ; Chan, Ernie, artist [person] ; Thomas, Roy, 1940-, author [person]","018171968","Monograph","Language material ; Still image ; Text","Volume","GBB704836","9781616558680","Betrayal in Zamora and other stories","","The chronicles of Conan","","United States of America","Milwaukie","Dark Horse","2017","","1 volume, chiefly illustrations, 26 cm","741.5","","Conan, (Fictitious character)--Comic books, strips, etc--Fiction ; Fantasy comic books, strips, etc","Comic or graphic novel ; Fiction","English",""
"Alcala, Alfredo P.","","person","artist","Moench, Doug, 1948-, author [person] ; Alcala, Alfredo P., artist [person] ; Hannigan, Edward, artist [person] ; Rival, Rico, artist [person]","018875963","Monograph","Language material ; Still image ; Text","Volume","GBB893969","9781684151387","Planet of the apes archive. Vol. 3","","","","United States of America","Los Angeles","BOOM! Studios","2018","","1 volume, chiefly illustrations, 28 cm","741.5973","","Science fiction comic books, strips, etc","","English",""
"Alcala, Alfredo P.","","person","author","Alcala, Alfredo P., author [person] ; Boudreau, Gerry, artist [person]","017570432","Monograph","Language material ; Still image ; Text","Volume","GBB5E5294","9781606907863","Vampirella archives. Volume 13","","","","United States of America","Montana Laurel, New Jersey","Dynamite Entertainment","2016","","415 pages, chiefly illustrations (black and white and colour), 29 cm","741.5973","YKL.2017.b.3681","Horror comic, books, strips, etc","","English",""
"Alcala, Alfredo P.","","person","illustrator","Bissette, Stephen, author ; illustrator [person] ; Yeates, Thomas, illustrator [person] ; Wood, Tatjana, illustrator [person] ; Moore, Alan, 1953-, author ; illustrator [person] ; Veitch, Rick, author ; illustrator [person] ; Alcala, Alfredo P., illustrator [person] ; Costanza, John [person] ; Totleben, John, illustrator [person]","016649759","Monograph","Language material ; Still image ; Text","Volume","GBB428853","9781401246921","Saga of the Swamp Thing. Book six","","","","United States of America","New York","DC Comics","2014","","203 pages, chiefly colour illustrations, 26 cm","741.5941","YKL.2015.b.850","Swamp Thing, (Fictitious character)--Comic books, strips, etc--Fiction ; Graphic novels ; Monsters--Comic books, strips, etc--Fiction","Comic or graphic novel ; Fiction ; Horror","English","'Issues 57-64 of Swamp Thing'--back cover"
"Alcala, Alfredo P.","","person","illustrator","Moore, Alan, 1953- [person] ; Veitch, Rick, illustrator [person] ; Totleben, John, illustrator [person] ; Alcala, Alfredo P., illustrator [person]","016515629","Monograph","Language material ; Still image ; Text","Volume","GBB392653","9781401230968","Saga of the Swamp Thing. Book five","","","","United States of America","New York","Vertigo","2013","","166 pages, colour illustrations, 26 cm","741.5973","YKL.2016.b.2727","COMICS & GRAPHIC NOVELS / Superheroes ; Swamp Thing, (Fictitious character)--Comic books, strips, etc--Fiction","Comic or graphic novel ; Fiction ; Novel","English",""
"Alcala, Alfredo P.","","person","illustrator","Patterson, Bruce D., 1953-, illustrator [person] ; McDonnell, Luke, illustrator [person] ; Newton, Don, author [person] ; Rogers, Marshall, illustrator [person] ; Alcala, Alfredo P., illustrator [person] ; Yale, Kim, author [person] ; Moench, Doug, 1948-, author [person] ; Austin, Terry, 1952-, illustrator [person] ; Englehart, Steve, author [person] ; Ostrander, John, author [person] ; Levitz, Paul, author [person] ; Conway, Gerry, author [person]","016515640","Monograph","Language material ; Still image ; Text","Volume","GBB392664","9781401242985","Deadshot. Beginnings","","","","United States of America","New York","DC Comics","2013","","159 pages, chiefly colour illustrations, 26 cm","741.5973","YKL.2016.b.5305","","Science fiction","English",""
"Alcala, Alfredo P.","","person","illustrator","Weiss, David Cody, illustrator [person] ; Roy, Adrienne, illustrator [person] ; Kayanan, Rafael, illustrator [person] ; Thomas, Roy, 1940-, author [person] ; Collins, Bill, Comic book inker [person] ; Alcala, Alfredo P., illustrator [person] ; Buckler, Rich, illustrator [person] ; Thomas, Dann [person] ; Ordway, Jerry, illustrator [person] ; Gafford, Carl, illustrator [person] ; Bair, Michael, illustrator [person] ; Bender, Howard, illustrator [person]","017408784","Monograph","Language material ; Still image ; Text","Volume","GBB580428","9781401255091","America vs. the Justice Society","","","","United States of America","New York","DC Comics","2015","","156 pages, colour illustrations, 26 cm","741.5973","YKL.2016.b.1709","COMICS & GRAPHIC NOVELS / Superheroes","Comic or graphic novel ; Novel","English",""
"Alcala, Alfredo","","person","","Delano, Jamie [person] ; Alcala, Alfredo [person] ; Ridgway, John, 1940- [person]","011631061","Monograph","Language material ; Text","Volume","GB98W9071","9781563890529","Original sins","","","","England ; United States of America","Maidstone ; New York","Amalgamated Book Services ; DC Comics","1998","","255 pages, all colour illustrations, 26 cm","741.5941","","Occult fiction ; Graphic novels","","English",""
"Alcala, Alfredo","","person","","Gerber, Steve, 1947-2008 [person] ; Alcala, Alfredo [person]","014627164","Monograph","Language material ; Text","Volume","GBA871096","9780785130666","The Man-Thing. Volume 2. Man-Thing (1974) #15-22 & (1979) #1-11, Giant-size Man-Thing #3-5, Rampaging Hulk #7, Marvel team-up #68, Marvel two-in-one #43 & Doctor Strange #41","Essential Man-Thing. Vol. 2","Essential","","United States of America","New York","Marvel Publishing","2008","","approximately 560 pages, chiefly illustrations, 26 cm","741.5973","YK.2009.b.1968","Science fiction comic books, strips, etc","","English","'Contains material originally published in magazine form'--Indicia"
